Player0: NOK-AV
Player1: NOK-AV
--- units: 50
Units on each side: 150
Win average: 0.0
Win average: 0.5
Win average: 0.6666666666666666
Win average: 0.75
Win average: 0.8
Win average: 0.8333333333333334
Win average: 0.8571428571428571
Win average: 0.875
Win average: 0.8888888888888888
Win average: 0.9
Win average: 0.8181818181818182
Win average: 0.8333333333333334
Win average: 0.8461538461538461
Win average: 0.8571428571428571
Win average: 0.8
Win average: 0.75
Win average: 0.7647058823529411
Win average: 0.7777777777777778
Win average: 0.7894736842105263
Win average: 0.8
Win average: 0.8095238095238095
Win average: 0.7727272727272727
Win average: 0.782608695652174
Win average: 0.7916666666666666
Win average: 0.8
Win average: 0.8076923076923077
Win average: 0.8148148148148148
Win average: 0.8214285714285714
Win average: 0.8275862068965517
Win average: 0.8
Win average: 0.7741935483870968
Win average: 0.78125
Win average: 0.7575757575757576
Win average: 0.7647058823529411
Win average: 0.7428571428571429
Win average: 0.7222222222222222
Win average: 0.7297297297297297
Win average: 0.7368421052631579
Win average: 0.717948717948718
Win average: 0.725
Win average: 0.7317073170731707
Win average: 0.7380952380952381
Win average: 0.7209302325581395
Win average: 0.7272727272727273
Win average: 0.7333333333333333
Win average: 0.717391304347826
Win average: 0.723404255319149
Win average: 0.7291666666666666
Win average: 0.7346938775510204
Win average: 0.72
Win average: 0.7058823529411765
Win average: 0.7115384615384616
Win average: 0.7169811320754716
Win average: 0.7037037037037037
Win average: 0.7090909090909091
Win average: 0.7142857142857143
Win average: 0.7192982456140351
Win average: 0.7241379310344828
Win average: 0.7288135593220338
Win average: 0.7333333333333333
Win average: 0.7377049180327869
Win average: 0.7258064516129032
Win average: 0.7142857142857143
Win average: 0.71875
Win average: 0.7076923076923077
Win average: 0.7121212121212122
Win average: 0.7164179104477612
Win average: 0.7058823529411765
Win average: 0.7101449275362319
Win average: 0.7142857142857143
Win average: 0.7183098591549296
Win average: 0.7083333333333334
Win average: 0.6986301369863014
Win average: 0.7027027027027027
Win average: 0.7066666666666667
Win average: 0.7105263157894737
Win average: 0.7142857142857143
Win average: 0.717948717948718
Win average: 0.7215189873417721
Win average: 0.725
Win average: 0.7283950617283951
Win average: 0.7317073170731707
Win average: 0.7349397590361446
Win average: 0.7380952380952381
Win average: 0.7411764705882353
Win average: 0.7325581395348837
Win average: 0.735632183908046
Win average: 0.7386363636363636
Win average: 0.7415730337078652
Win average: 0.7444444444444445
Win average: 0.7472527472527473
Win average: 0.7391304347826086
Win average: 0.7419354838709677
Win average: 0.7446808510638298
Win average: 0.7473684210526316
Win average: 0.7395833333333334
Win average: 0.7422680412371134
Win average: 0.7346938775510204
Win average: 0.7272727272727273
Win average: 0.73
--------------- Score average: 46.29	Deviation: 88.73762392581853
--------------- Win average: 0.73
AI GAME TEST RESULT: 0.73
--- units: 4
Units on each side: 12
Win average: 1.0
Win average: 0.5
Win average: 0.6666666666666666
Win average: 0.5
Win average: 0.4
Win average: 0.5
Win average: 0.42857142857142855
Win average: 0.5
Win average: 0.4444444444444444
Win average: 0.4
Win average: 0.36363636363636365
Win average: 0.3333333333333333
Win average: 0.3076923076923077
Win average: 0.35714285714285715
Win average: 0.3333333333333333
Win average: 0.375
Win average: 0.35294117647058826
Win average: 0.3333333333333333
Win average: 0.3157894736842105
Win average: 0.3
Win average: 0.3333333333333333
Win average: 0.36363636363636365
Win average: 0.34782608695652173
Win average: 0.3333333333333333
Win average: 0.36
Win average: 0.34615384615384615
Win average: 0.37037037037037035
Win average: 0.39285714285714285
Win average: 0.3793103448275862
Win average: 0.4
Win average: 0.41935483870967744
Win average: 0.4375
Win average: 0.45454545454545453
Win average: 0.4411764705882353
Win average: 0.45714285714285713
Win average: 0.4444444444444444
Win average: 0.4594594594594595
Win average: 0.47368421052631576
Win average: 0.46153846153846156
Win average: 0.475
Win average: 0.4878048780487805
Win average: 0.47619047619047616
Win average: 0.46511627906976744
Win average: 0.45454545454545453
Win average: 0.4666666666666667
Win average: 0.45652173913043476
Win average: 0.46808510638297873
Win average: 0.4583333333333333
Win average: 0.4489795918367347
Win average: 0.44
Win average: 0.43137254901960786
Win average: 0.4423076923076923
Win average: 0.4528301886792453
Win average: 0.4444444444444444
Win average: 0.43636363636363634
Win average: 0.42857142857142855
Win average: 0.42105263157894735
Win average: 0.43103448275862066
Win average: 0.423728813559322
Win average: 0.4166666666666667
Win average: 0.4098360655737705
Win average: 0.4032258064516129
Win average: 0.4126984126984127
Win average: 0.40625
Win average: 0.4153846153846154
Win average: 0.42424242424242425
Win average: 0.43283582089552236
Win average: 0.4264705882352941
Win average: 0.43478260869565216
Win average: 0.44285714285714284
Win average: 0.43661971830985913
Win average: 0.4305555555555556
Win average: 0.4246575342465753
Win average: 0.4189189189189189
Win average: 0.41333333333333333
Win average: 0.42105263157894735
Win average: 0.4155844155844156
Win average: 0.4230769230769231
Win average: 0.4177215189873418
Win average: 0.4125
Win average: 0.41975308641975306
