Player0: NOK-AV
Player1: NOK-AV
Win average: 0.8541666666666666
Win average: 0.8571428571428571
Win average: 0.86
Win average: 0.8627450980392157
Win average: 0.8653846153846154
Win average: 0.8679245283018868
Win average: 0.8703703703703703
Win average: 0.8545454545454545
Win average: 0.8571428571428571
Win average: 0.8596491228070176
Win average: 0.8620689655172413
Win average: 0.847457627118644
Win average: 0.85
Win average: 0.8524590163934426
Win average: 0.8548387096774194
Win average: 0.8571428571428571
Win average: 0.859375
Win average: 0.8615384615384616
Win average: 0.8636363636363636
Win average: 0.8656716417910447
Win average: 0.8676470588235294
Win average: 0.8695652173913043
Win average: 0.8714285714285714
Win average: 0.8732394366197183
Win average: 0.875
Win average: 0.8767123287671232
Win average: 0.8783783783783784
Win average: 0.88
Win average: 0.881578947368421
Win average: 0.8831168831168831
Win average: 0.8846153846153846
Win average: 0.8860759493670886
Win average: 0.8875
Win average: 0.8888888888888888
Win average: 0.8902439024390244
Win average: 0.891566265060241
Win average: 0.8928571428571429
Win average: 0.8941176470588236
Win average: 0.8953488372093024
Win average: 0.896551724137931
Win average: 0.8977272727272727
Win average: 0.898876404494382
Win average: 0.8888888888888888
Win average: 0.8901098901098901
Win average: 0.8913043478260869
Win average: 0.8924731182795699
Win average: 0.8829787234042553
Win average: 0.8736842105263158
Win average: 0.875
Win average: 0.8762886597938144
Win average: 0.8673469387755102
Win average: 0.8686868686868687
Win average: 0.87
--------------- Score average: 106.83	Deviation: 91.26927796361709
--------------- Win average: 0.87
AI GAME TEST RESULT: 0.87
--- units: 24
Units on each side: 72
Win average: 1.0
Win average: 1.0
Win average: 1.0
Win average: 0.75
Win average: 0.6
Win average: 0.6666666666666666
Win average: 0.7142857142857143
Win average: 0.75
Win average: 0.7777777777777778
Win average: 0.7
Win average: 0.7272727272727273
Win average: 0.6666666666666666
Win average: 0.6923076923076923
Win average: 0.6428571428571429
Win average: 0.6
Win average: 0.625
Win average: 0.6470588235294118
Win average: 0.6666666666666666
Win average: 0.6842105263157895
Win average: 0.7
Win average: 0.7142857142857143
Win average: 0.7272727272727273
Win average: 0.7391304347826086
Win average: 0.75
Win average: 0.76
Win average: 0.7692307692307693
Win average: 0.7407407407407407
Win average: 0.75
Win average: 0.7586206896551724
Win average: 0.7666666666666667
Win average: 0.7741935483870968
Win average: 0.78125
Win average: 0.7878787878787878
Win average: 0.7647058823529411
Win average: 0.7428571428571429
Win average: 0.75
Win average: 0.7567567567567568
Win average: 0.7631578947368421
Win average: 0.7692307692307693
Win average: 0.775
Win average: 0.7804878048780488
Win average: 0.7857142857142857
Win average: 0.7906976744186046
Win average: 0.7954545454545454
Win average: 0.7777777777777778
Win average: 0.782608695652174
Win average: 0.7872340425531915
Win average: 0.7916666666666666
Win average: 0.7959183673469388
Win average: 0.8
Win average: 0.7843137254901961
Win average: 0.7692307692307693
Win average: 0.7735849056603774
Win average: 0.7777777777777778
Win average: 0.7818181818181819
Win average: 0.7678571428571429
Win average: 0.7719298245614035
Win average: 0.7758620689655172
Win average: 0.7796610169491526
Win average: 0.7833333333333333
Win average: 0.7868852459016393
Win average: 0.7903225806451613
Win average: 0.7936507936507936
Win average: 0.796875
Win average: 0.8
Win average: 0.803030303030303
Win average: 0.7910447761194029
Win average: 0.7941176470588235
Win average: 0.782608695652174
Win average: 0.7857142857142857
Win average: 0.7887323943661971
Win average: 0.7916666666666666
Win average: 0.7808219178082192
Win average: 0.7837837837837838
Win average: 0.7866666666666666
Win average: 0.7894736842105263
Win average: 0.7922077922077922
Win average: 0.7948717948717948
Win average: 0.7974683544303798
Win average: 0.8
Win average: 0.8024691358024691
Win average: 0.8048780487804879
Win average: 0.7951807228915663
Win average: 0.7976190476190477
Win average: 0.8
Win average: 0.8023255813953488
Win average: 0.8045977011494253
Win average: 0.8068181818181818
Win average: 0.8089887640449438
Win average: 0.8111111111111111
Win average: 0.8021978021978022
Win average: 0.8043478260869565
Win average: 0.8064516129032258
Win average: 0.8085106382978723
Win average: 0.8105263157894737
Win average: 0.8020833333333334
Win average: 0.8041237113402062
Win average: 0.8061224489795918
Win average: 0.8080808080808081
Win average: 0.81
--------------- Score average: 89.99	Deviation: 104.863768290101
--------------- Win average: 0.81
AI GAME TEST RESULT: 0.81
--- units: 32
Units on each side: 96
Win average: 1.0
Win average: 1.0
Win average: 1.0
Win average: 1.0
Win average: 1.0
Win average: 1.0
Win average: 1.0
Win average: 1.0
Win average: 1.0
Win average: 1.0
Win average: 1.0
Win average: 1.0
Win average: 1.0
Win average: 1.0
Win average: 1.0
Win average: 1.0
Win average: 1.0
Win average: 0.9444444444444444
Win average: 0.8947368421052632
Win average: 0.85
Win average: 0.8571428571428571
Win average: 0.8636363636363636
Win average: 0.8260869565217391
Win average: 0.8333333333333334
Win average: 0.84
Win average: 0.8461538461538461
Win average: 0.8518518518518519
Win average: 0.8214285714285714
Win average: 0.7931034482758621
Win average: 0.7666666666666667
Win average: 0.7741935483870968
Win average: 0.78125
Win average: 0.7878787878787878
Win average: 0.7941176470588235
Win average: 0.8
Win average: 0.8055555555555556
Win average: 0.8108108108108109
Win average: 0.8157894736842105
Win average: 0.8205128205128205
Win average: 0.825
Win average: 0.8292682926829268
Win average: 0.8333333333333334
Win average: 0.813953488372093
Win average: 0.8181818181818182
Win average: 0.8222222222222222
Win average: 0.8260869565217391
Win average: 0.8297872340425532
Win average: 0.8333333333333334
Win average: 0.8367346938775511
Win average: 0.84
Win average: 0.8431372549019608
Win average: 0.8269230769230769
Win average: 0.8301886792452831
Win average: 0.8148148148148148
Win average: 0.8181818181818182
Win average: 0.8214285714285714
Win average: 0.8245614035087719
Win average: 0.8275862068965517
Win average: 0.8305084745762712
Win average: 0.8333333333333334
Win average: 0.8360655737704918
Win average: 0.8387096774193549
Win average: 0.8412698412698413
Win average: 0.84375
Win average: 0.8461538461538461
Win average: 0.8484848484848485
Win average: 0.8507462686567164
Win average: 0.8382352941176471
Win average: 0.8260869565217391
Win average: 0.8285714285714286
Win average: 0.8169014084507042
Win average: 0.8055555555555556
Win average: 0.7945205479452054
Win average: 0.7837837837837838
Win average: 0.7866666666666666
Win average: 0.7894736842105263
Win average: 0.7922077922077922
Win average: 0.7948717948717948
Win average: 0.7974683544303798
Win average: 0.7875
Win average: 0.7901234567901234
Win average: 0.7926829268292683
Win average: 0.7951807228915663
Win average: 0.7976190476190477
Win average: 0.8
Win average: 0.8023255813953488
Win average: 0.8045977011494253
Win average: 0.8068181818181818
Win average: 0.8089887640449438
Win average: 0.8111111111111111
Win average: 0.8021978021978022
Win average: 0.8043478260869565
Win average: 0.8064516129032258
Win average: 0.8085106382978723
Win average: 0.8105263157894737
Win average: 0.8020833333333334
Win average: 0.7938144329896907
Win average: 0.7959183673469388
Win average: 0.797979797979798
Win average: 0.8
--------------- Score average: 89.47	Deviation: 90.76402976950726
--------------- Win average: 0.8
AI GAME TEST RESULT: 0.8
